"MESSAGEID","COMMUNICATIONSOURCE","VENDORCODE","MUNETWORKID","NUMERATOR","STATUS","TIME","MESSAGETYPE","MESSAGESOURCE","GPSCONNECTION","OPERATIONMODE","EVENTCODE","DISTRESS","IGNITION","SHOCK","DOOR","OUTGPSPOWER","OUTGRADSTOP","OUTSIRENCONTROL","OUTDOORUNLOCK","OUTIMMOBILIZER","OUTDOORLOCK","OUTBLINKERCONTROL","OUTINTERNALLIGHTS","MAINSUPPLYVOLTAGE","BACKUPBATTERYVOLTAGE","MAINPOWERREGULATEDVOLTAGE","ANALOGVOLTAGE","DISTANCE","DALLASCODE","LASTGPSFIX","GPSNUMBEROFSATELLITESUSED","GPSLONGITUDE","GPSLATITUDE","GPSALTITUDE","GPSGROUNDSPEED","SPEEDDIRECTION","HWVERSION","SWVERSION","SWPROTOCOLVERSIONIDENT","MESSAGE","INPUTA","INPUTB","MESSAGEFROMMEMORY","GSMOPERATORCODE"
"2881242023","G","DT465","2028334","14","R","2015-12-17 14:40:09.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.868000030518","NULL","NULL","NULL","393593","NULL","2015-12-17 14:40:09.000","12","32.784152984619","39.91625213623","859.59997558594","63.29999923706","5.4105205535889","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242129","S","DT90C","722414","15","R","2015-12-17 14:40:10.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","27.511430740356","0.33221930265427","3.90625","0","2064649","0","2015-12-17 14:40:00.000","9","33.313919067383","37.220329284668","1042.3299560547","24.083999633789","5.8610000610352","113","29","d","NULL","I","I","F","28601"
"2881242200","G","DT465","2022214","66","R","2015-12-17 14:40:10.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12.0640001297","NULL","NULL","NULL","70700","NULL","2015-12-17 14:40:10.000","12","31.920413970947","40.163108825684","679.5","18.39999961853","3.1939525604248","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242215","S","DT20N","1075774","202","R","2015-12-17 14:40:09.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.120911598206","0","0","0","324752","0","2015-12-17 14:40:00.000","8","28.974805831909","40.229415893555","115.37999725342","28.619998931885","0.591000020504","221","31","z","NULL","A","I","F","28602"
"2881242260","S","DT20N","1044454","110","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","11.722595214844","2.83203125","0","226094","0","2015-12-17 14:40:00.000","9","29.473894119263","40.803146362305","169.20999145508","29.663999557495","5.9920001029968","222","31","o","NULL","I","I","F","28601"
"2881242350","S","DT20N","1058334","92","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.877447128296","0","0","0","392527","0","2015-12-17 14:40:00.000","8","27.217693328857","41.724369049072","202.05000305176","56.087997436523","2.9379999637604","221","31","z","NULL","A","I","F","28602"
"2881242409","S","DT20N","1080454","174","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","I","I","I","I","I","I","I","I","I","I","13.877447128296","0","0","0","342837","0","2015-12-17 14:40:00.000","7","28.805126190186","41.061946868896","61.219997406006","14.32799911499","4.8940000534058","221","31","z","NULL","A","I","F","28602"
"2881242440","S","DT900","53854","245","R","2015-12-17 14:40:11.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","13.999179840088","0.047459900379181","3.8671875","0","2286617","0","2015-12-17 14:40:00.000","7","28.821132659912","41.070526123047","140.75999450684","5.2919998168945","4.7589998245239","4","25","j","NULL","I","I","F","NULL"
"2881242449","G","DT465","2028809","130","R","2015-12-17 14:40:11.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.958000183106","NULL","NULL","NULL","446991","NULL","2015-12-17 14:40:11.000","12","32.812229156494","39.887908935547","967.79998779297","53.599998474121","3.246312379837","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242459","S","DT20T","1351774","92","R","12/17/2015 14:39","G","1","C","0","0","I","A","NULL","NULL","A","NULL","I","NULL","I","NULL","NULL","NULL","13.317999839783","NULL","NULL","NULL","42","NULL","NULL","9","41.008121490479","29.137506484985","153","16","122","NULL","NULL","NULL","io(speed=17;move=1;hdop=0.8)","NULL","NULL","NULL","0"
"2881242461","S","DT20T","1351774","93","R","12/17/2015 14:39","G","1","C","0","0","I","A","NULL","NULL","A","NULL","I","NULL","I","NULL","NULL","NULL","13.696999549866","NULL","NULL","NULL","82","NULL","NULL","8","41.00764465332","29.138151168823","147","20","201","NULL","NULL","NULL","io(speed=17;move=1;hdop=1.0)","NULL","NULL","NULL","0"
"2881242463","S","DT20T","1351774","94","R","2015-12-17 14:39:36.097","G","1","C","0","24","I","A","NULL","NULL","A","NULL","I","NULL","I","NULL","NULL","NULL","13.699999809265","NULL","NULL","NULL","26","NULL","NULL","9","41.007461547852","29.138092041016","144","8","156","NULL","NULL","NULL","io(speed=17;move=1;hdop=1.3)","NULL","NULL","NULL","0"
"2881242465","S","DT20T","1351774","95","R","2015-12-17 14:40:01.027","G","1","C","0","0","I","A","NULL","NULL","A","NULL","I","NULL","I","NULL","NULL","NULL","13.803999900818","NULL","NULL","NULL","87","NULL","NULL","9","41.007053375244","29.139011383057","143","10","74","NULL","NULL","NULL","io(speed=0;move=1;hdop=1.3)","NULL","NULL","NULL","28601"
"2881242484","S","DT20N","754323","188","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","127125","0","2015-12-17 14:40:00.000","8","29.132949829102","40.939167022705","36.520000457764","10.043999671936","4.4169998168945","221","32","k","NULL","A","I","F","28601"
"2881242492","S","DT90C","414843","34","R","2015-12-17 14:40:11.000","G","1","C","0","53","I","I","A","A","I","I","I","I","I","I","I","I","27.146234512329","0.52205890417099","3.8671875","1.38671875","2694190","0","2015-12-17 14:40:00.000","8","27.220781326294","38.424739837646","28.680000305176","0","1.1900000572205","103","28","y","NULL","I","I","F","28601"
"2881242493","S","DT20N","1071174","135","R","2015-12-17 14:40:11.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","782305","0","2015-12-17 14:40:00.000","9","34.910228729248","40.505752563477","743.90997314453","62.099998474121","0.23199999332428","221","31","z","NULL","A","I","F","28603"
"2881242505","G","DT465","2040180","145","R","2015-12-17 14:40:12.000","G","1","C","NULL","1043","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","22680","NULL","2015-12-17 14:40:12.000","12","37.88570022583","40.978214263916","-5.8000001907349","0","0.68067842721939","33","208933","q","sensor(id=70;value=8500)","NULL","NULL","NULL","NULL"
"2881242514","S","DT90F","738420","116","R","2015-12-17 14:40:12.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","26.705883026123","0","70.00700378418","0","5574300","0","2015-12-17 14:40:00.000","9","29.035493850708","40.990871429443","1.1299999952316","6.2639999389648","2.0030000209808","216","31","p","NULL","A","A","F","28601"
"2881242523","S","DT20N","687084","104","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.025323867798","0","0","0","606718","0","2015-12-17 14:40:00.000","8","30.471364974976","39.754295349121","799.63995361328","50.399997711182","4.0240001678467","221","31","z","NULL","A","I","F","28602"
"2881242524","S","DT20N","687603","42","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","40839","0","2015-12-17 14:40:00.000","9","32.324165344238","41.594547271729","26.709999084473","0","5.813000202179","221","31","z","NULL","A","I","F","28601"
"2881242525","G","DT465","2095500","40","R","2015-12-17 14:40:13.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.340999603272","0","NULL","NULL","3310","NULL","2015-12-17 14:40:13.000","12","29.21475982666","40.899215698242","45.20000076294","36.29999923706","0.38397243618965","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242527","S","DT20N","1073220","76","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","594125","0","2015-12-17 14:40:00.000","9","29.110994338989","41.065673828125","131.73999023438","27.68399810791","2.4579999446869","221","31","z","NULL","A","I","F","28602"
"2881242533","S","DT20N","1057284","185","R","2015-12-17 14:40:12.000","G","1","C","0","44","I","A","A","I","I","I","I","I","I","I","I","I","29.337411880493","0","0","0","3129542","0","2015-12-17 14:40:00.000","9","30.000171661377","40.756950378418","1.5499999523163","30.275999069214","4.9120001792908","221","31","z","NULL","A","A","F","28601"
"2881242534","S","DT20N","1076334","146","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","677562","0","2015-12-17 14:40:00.000","8","28.857170104981","41.024139404297","103.56999969482","0","2.7369999885559","221","31","z","NULL","A","I","F","28601"
"2881242537","S","DT20N","1071174","136","R","2015-12-17 14:40:12.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","782305","0","2015-12-17 14:40:00.000","9","34.910274505615","40.505905151367","744","62.099998474121","0.23199999332428","221","31","z","NULL","A","I","F","28603"
"2881242551","S","DT900","160124","117","R","2015-12-17 14:40:15.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","27.389699935913","0","3.9453125","0","5354595","0","2015-12-17 14:40:00.000","5","27.824996948242","40.2819480896","170.72999572754","63.035995483398","0.86699998378754","36","25","j","NULL","I","I","F","NULL"
"2881242552","S","DT20N","1123454","1","R","2015-12-17 14:40:12.000","G","1","C","0","32","A","A","A","I","I","I","I","I","I","I","I","I","13.755715370178","0","0","0","343988","0","2015-12-17 14:40:00.000","6","27.180471420288","38.448173522949","4.8599996566772","23.39999961853","3.6099998950958","221","31","z","NULL","A","I","T","28601"
"2881242555","S","DT900","191660","82","R","2015-12-17 14:40:12.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","14.242643356323","0.094919800758362","3.8671875","0","139543","0","2015-12-17 14:40:00.000","6","26.618938446045","41.646224975586","83.779998779297","13.751999855042","0.27099999785423","37","25","j","NULL","A","A","F","NULL"
"2881242556","S","DT20N","558206","21","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.973035812378","0","0","0","1344658","0","2015-12-17 14:40:00.000","9","28.360006332398","40.127784729004","11.960000038147","136.72799682617","5.9869999885559","221","31","d","NULL","I","I","F","28601"
"2881242559","G","DT465","2029526","66","R","2015-12-17 14:40:13.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.968000411987","0","NULL","NULL","243808","NULL","2015-12-17 14:40:13.000","12","30.100614547729","39.89372253418","781.59997558594","139.30000305176","5.11381483078","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242561","S","DT20N","1057220","199","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","28.607019424439","0","0","0","4164837","0","2015-12-17 14:40:00.000","9","28.400178909302","41.047775268555","3.9900000095367","61.091999053955","5.0590000152588","221","31","z","NULL","A","I","F","28601"
"2881242562","G","DT465","2028326","27","R","2015-12-17 14:40:13.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.635000228882","NULL","NULL","NULL","453180","NULL","2015-12-17 14:40:13.000","12","32.860988616943","39.906997680664","914.79998779297","0","1.9722220897675","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242563","S","DT20N","517694","87","R","2015-12-17 14:40:13.000","G","1","C","0","32","A","A","A","I","I","I","I","I","I","I","I","I","15.459963798523","11.532755851746","2.65625","0","414158","0","2015-12-17 14:40:00.000","6","27.162914276123","38.42607498169","18.379999160767","0","2.6849999427795","222","31","d","NULL","I","I","T","28601"
"2881242570","S","DT20N","1071806","213","R","2015-12-17 14:40:13.000","G","1","C","0","35","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","387815","0","2015-12-17 14:40:00.000","9","34.35160446167","36.640670776367","3.5","0","4.1350002288818","221","31","z","NULL","A","I","F","28601"
"2881242573","S","DT20N","1057243","255","R","2015-12-17 14:40:12.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","1367595","0","2015-12-17 14:40:00.000","9","28.820093154907","40.992248535156","1.3700000047684","30.635997772217","3.9110000133514","221","31","z","NULL","A","I","F","28602"
"2881242576","S","DT90C","723740","248","R","2015-12-17 14:40:13.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","27.633163452148","0.52205890417099","3.84765625","0","2035888","0","2015-12-17 14:40:00.000","9","33.450546264648","39.016284942627","914.05999755859","85.60799407959","2.4059998989105","113","29","d","NULL","I","I","F","28601"
"2881242578","S","DT20N","1039052","252","R","2015-12-17 14:40:13.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","514556","0","2015-12-17 14:40:00.000","7","35.368221282959","37.017627716065","39.48999786377","12.41999912262","2.441999912262","221","31","o","NULL","A","I","F","28601"
"2881242581","S","DT20N","688724","175","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","1127534","0","2015-12-17 14:40:00.000","8","45.217319488525","38.720191955566","977.39996337891","0","0.6240000128746","221","31","z","NULL","A","I","F","43235"
"2881242583","S","DT20N","1066454","201","R","2015-12-17 14:40:13.000","G","1","C","0","35","A","A","A","I","I","I","I","I","I","I","I","I","13.877447128296","0","0","0","453165","0","2015-12-17 14:40:00.000","9","29.836921691894","40.714660644531","11.159999847412","0","1.835000038147","221","31","z","NULL","A","I","F","28601"
"2881242586","G","DT465","2018420","179","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.822999954224","NULL","NULL","NULL","71756","NULL","2015-12-17 14:40:14.000","12","29.088352203369","37.788646697998","356.60000610352","0","3.9269907474518","33","33028","q","NULL","NULL","NULL","NULL","28601"
"2881242589","S","DT20N","1120238","190","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","671241","0","2015-12-17 14:40:00.000","8","29.0390625","40.984321594238","13.64999961853","16.236000061035","2.3399999141693","221","41","f","NULL","A","I","F","28602"
"2881242591","S","DT20N","1082479","94","R","2015-12-17 14:40:08.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","697540","0","2015-12-17 14:40:00.000","8","30.769041061401","36.906562805176","41.409999847412","61.343997955322","0.5440000295639","221","31","z","NULL","A","I","F","28602"
"2881242592","S","DT20N","1056362","9","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.999179840088","0","0","0","1466994","0","2015-12-17 14:40:00.000","8","32.806755065918","39.883075714111","1029.3399658203","19.295999526977","1.9809999465942","221","31","z","NULL","A","I","F","28601"
"2881242593","S","DT20N","1050409","134","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.877447128296","0","0","0","680435","0","2015-12-17 14:40:00.000","9","31.37361907959","36.812122344971","11.579999923706","110.59199523926","2.0280001163483","221","31","z","NULL","A","I","F","28601"
"2881242596","S","DT20N","517694","244","R","2015-12-17 14:39:29.000","G","1","C","1","69","A","A","A","I","I","I","I","I","I","I","I","I","12.416664123535","11.532755851746","2.65625","0","414158","0","2015-12-17 14:39:00.000","6","27.16286277771","38.426006317139","12.579999923706","1.9799998998642","2.2799999713898","222","31","d","NULL","I","I","F","28601"
"2881242597","S","DT20N","1082479","95","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","697541","0","2015-12-17 14:40:00.000","8","30.769462585449","36.907096862793","41.270000457764","62.42399597168","0.56999999284744","221","31","z","NULL","A","I","F","28602"
"2881242610","S","DT20N","1056643","195","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","761453","0","2015-12-17 14:40:00.000","8","30.745805740356","36.890121459961","46.629997253418","42.803997039795","1.2929999828339","221","31","z","NULL","A","I","F","28602"
"2881242613","S","DT20N","1012735","67","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","736841","0","2015-12-17 14:40:00.000","7","29.062839508057","40.999588012695","25.64999961853","23.507999420166","5.9850001335144","221","31","z","NULL","A","I","F","28602"
"2881242614","G","DT465","2018557","171","R","2015-12-17 14:40:14.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.427000045776","0","NULL","NULL","46793","NULL","2015-12-17 14:40:14.000","12","31.02331161499","36.868053436279","2.5","79.800003051758","5.2708945274353","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242618","G","DT465","2026543","157","R","2015-12-17 14:40:13.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","28.028999328613","0","NULL","NULL","2684585","NULL","2015-12-17 14:40:13.000","12","32.717735290527","39.934032440185","843.59997558594","8.1999998092651","5.5676002502441","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242620","S","DT20N","689080","47","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","1184283","0","2015-12-17 14:40:00.000","8","27.968084335327","41.307441711426","188.30999755859","24.623998641968","0.54199999570847","221","31","z","NULL","A","I","F","28602"
"2881242621","S","DT90F","786569","44","R","2015-12-17 14:40:12.000","G","1","C","0","44","I","A","A","A","I","I","I","I","I","I","I","I","13.764705657959","0","70.00700378418","0","203017","0","2015-12-17 14:40:00.000","8","29.145442962646","41.024074554443","155.73999023438","29.735998153686","0.65700000524521","216","31","p","NULL","A","A","F","28601"
"2881242622","S","DT20N","1054834","230","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.973035812378","0","0","0","846206","0","2015-12-17 14:40:00.000","8","27.191539764404","38.451225280762","13.119999885559","42.335998535156","6.191999912262","221","31","z","NULL","A","I","F","28602"
"2881242624","S","DT20N","1071763","194","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","352028","0","2015-12-17 14:40:00.000","9","29.322193145752","40.879001617432","63.28999710083","8.7119998931885","4.1710000038147","221","31","z","NULL","A","I","F","28602"
"2881242626","S","DT20N","1039156","180","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.337411880493","0","0","0","389336","0","2015-12-17 14:40:00.000","9","34.605899810791","36.813831329346","50","0","5.4559998512268","221","32","k","NULL","A","I","F","28601"
"2881242629","S","DT20N","1054084","9","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.729571342468","0","0","0","717084","0","2015-12-17 14:40:00.000","8","30.705099105835","36.893817901611","50.569999694824","0","5.811999797821","221","31","z","NULL","A","I","F","28602"
"2881242631","G","DT465","2021686","49","R","2015-12-17 14:40:13.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.427000045776","0","NULL","NULL","126751","NULL","2015-12-17 14:40:13.000","12","27.968456268311","41.334739685059","188.89999389648","77.900001525879","5.8992128372192","33","33025","q","NULL","NULL","NULL","NULL","28602"
"2881242634","S","DT20N","1021445","235","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.120911598206","0","0","0","935621","0","2015-12-17 14:40:00.000","8","34.612819671631","36.810493469238","41.189998626709","23.507999420166","2.1259999275208","221","31","o","NULL","A","I","F","28601"
"2881242635","G","DT465","2022214","67","R","2015-12-17 14:40:14.000","G","1","C","NULL","204","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","12.003999710083","NULL","NULL","NULL","70700","NULL","2015-12-17 14:40:14.000","12","31.920417785644","40.162971496582","679.59997558594","15.60000038147","2.7576203346252","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242636","G","DT465","2028239","207","R","2015-12-17 14:40:12.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.482999801636","NULL","NULL","NULL","439058","NULL","2015-12-17 14:40:12.000","12","32.777870178223","39.90950012207","881.59997558594","18.799999237061","1.5533430576325","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242637","S","DT20N","1078918","236","R","2015-12-17 14:40:13.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","13.147055625916","0","0","0","1247470","0","2015-12-17 14:40:00.000","9","32.818447113037","39.954368591309","832.79998779297","72.10799407959","1.4299999475479","221","31","z","NULL","A","I","F","28601"
"2881242638","S","DT20N","688703","244","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.242643356323","0","0","0","307618","0","2015-12-17 14:40:00.000","7","35.330196380615","36.989833831787","23.869998931885","18.323999404907","4.6750001907349","221","31","z","NULL","A","I","F","28601"
"2881242641","S","DT20N","679678","25","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.607839584351","0","0","0","192761","0","2015-12-17 14:40:00.000","6","29.218759536743","40.9150390625","153.91000366211","29.951999664307","1.9270000457764","221","31","z","NULL","A","I","F","28601"
"2881242642","S","DT20N","1066589","221","R","2015-12-17 14:40:13.000","G","1","C","1","69","A","A","A","I","I","I","I","I","I","I","I","I","12.173199653626","0","0","0","156957","0","2015-12-17 14:40:00.000","7","34.77672958374","41.467025756836","361","0","0.079999998211861","221","31","z","NULL","A","I","F","28601"
"2881242644","S","DT90C","722405","58","R","2015-12-17 14:40:13.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","27.511430740356","0.33221930265427","3.8671875","0","2388095","0","2015-12-17 14:40:00.000","9","36.205383300781","36.924655914307","171.41999816894","88.991996765137","2.8029999732971","113","29","d","NULL","I","I","F","28601"
"2881242646","S","DT20N","720629","202","R","2015-12-17 14:40:13.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","29.215679168701","0","0","0","7384864","0","2015-12-17 14:40:00.000","8","32.34342956543","40.483390808105","1101.2299804688","39.923999786377","5.6399998664856","221","31","z","NULL","A","I","F","28601"
"2881242647","S","DT20N","1058632","86","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.851303100586","0","0","0","786324","0","2015-12-17 14:40:00.000","6","27.114627838135","38.473110198975","19.420000076294","20.483999252319","0.38299998641014","221","31","z","NULL","A","I","F","28601"
"2881242648","G","DT465","2021667","37","R","2015-12-17 14:40:12.000","G","1","C","NULL","69","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","117160","NULL","2015-12-17 14:40:12.000","12","27.48122215271","40.942569732666","46.29999923706","0","0.069813169538975","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242649","S","DT20N","1023347","90","R","2015-12-17 14:40:13.000","G","1","C","0","42","A","A","A","I","I","I","I","I","I","I","I","I","14.973035812378","0","0","0","766280","0","2015-12-17 14:40:00.000","9","28.803876876831","40.227252960205","63.059997558594","65.267997741699","2.8810000419617","221","31","n","NULL","A","I","F","28601"
"2881242650","S","DT90F","834802","253","R","2015-12-17 14:40:07.000","G","1","C","0","36","I","A","A","A","I","I","I","I","I","I","I","I","14.235294342041","0","70.00700378418","0","803193","0","2015-12-17 14:40:00.000","9","32.773174285889","39.997383117676","885.92999267578","58.139999389648","0.045000001788139","216","31","p","NULL","A","A","F","28601"
"2881242652","G","DT465","2027735","103","R","2015-12-17 14:40:13.000","G","1","C","NULL","69","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","97572","NULL","2015-12-17 14:40:13.000","12","29.145057678223","40.998363494873","125.30000305176","0","4.8694686889648","33","33025","q","NULL","NULL","NULL","NULL","28601"
"2881242653","S","DT20N","1086688","234","R","2015-12-17 14:40:13.000","G","1","C","0","43","A","I","A","I","I","I","I","I","I","I","I","I","27.876626968384","0","0","0","47166","0","2015-12-17 14:40:00.000","8","26.977481842041","38.832229614258","-1.3399999141693","0","4.2039999961853","221","31","z","NULL","A","I","F","28601"
"2881242655","G","DT465","2027969","14","R","2015-12-17 14:40:13.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.819000244141","NULL","NULL","NULL","483793","NULL","2015-12-17 14:40:13.000","12","32.821113586426","39.915355682373","895.5","27.200000762939","2.7750735282898","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242656","S","DT20N","1066372","72","R","2015-12-17 14:40:14.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.851303100586","0","0","0","607477","0","2015-12-17 14:40:00.000","8","29.379611968994","40.868312835693","136.86000061035","5.9039998054504","6.0489997863769","221","31","z","NULL","A","I","F","28602"
"2881242657","S","DT20N","1081409","246","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","882759","0","2015-12-17 14:40:00.000","7","30.799633026123","36.866596221924","39.979999542236","25.343997955322","6.1849999427795","221","31","z","NULL","A","I","F","28602"
"2881242658","G","DT465","2028327","89","R","2015-12-17 14:40:13.000","G","1","C","NULL","44","I","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","13.229000091553","NULL","NULL","NULL","457526","NULL","2015-12-17 14:40:13.000","12","32.784603118896","39.895553588867","911.20001220703","51.70000076294","6.1261057853699","33","33028","q","NULL","NULL","NULL","NULL","28602"
"2881242659","S","DT20N","1072557","203","R","2015-12-17 14:40:12.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","29.824338912964","0","0","0","127487","0","2015-12-17 14:40:00.000","9","28.700105667114","41.059993743896","10.109999656677","30.959999084473","1.6549999713898","221","31","z","NULL","A","I","F","28602"
"2881242660","S","DT20N","1079009","57","R","2015-12-17 14:40:13.000","G","1","C","0","36","A","A","A","I","I","I","I","I","I","I","I","I","14.486107826233","0","0","0","426944","0","2015-12-17 14:40:00.000","9","29.942802429199","40.75813293457","-2.710000038147","48.23999786377","2.4360001087189","221","31","z","NULL","A","I","F","28603"
"2881242662","S","DT20N","1065118","179","R","2015-12-17 14:40:13.000","G","1","C","0","44","A","A","A","I","I","I","I","I","I","I","I","I","13.147055625916","0","0","0","1394642","0","2015-12-17 14:40:00.000","9","32.834796905518","39.857948303223","1167.6799316406","16.739999771118","3.2560000419617","221","31","z","NULL","A","I","F","28601"
